Temperature,Simulations,Initial State,Return,Discounted Return
1,66,13,1.0,0.997
1,53,10,1.0,0.997
1,65,8,1.0,0.991026973
1,78,8,1.0,0.991026973
1,55,14,1.0,1.0
1,90,3,1.0,0.985089730404757
1,60,2,1.0,0.988053892081
1,65,1,1.0,0.988053892081
1,28,0,1.0,0.8657003616774767
1,31,2,1.0,0.9762504936564125
1,13,3,1.0,0.9083329444789534
1,79,10,1.0,0.997
1,84,1,1.0,0.9530650263643888
1,87,6,1.0,0.994009
1,59,6,1.0,0.994009
1,57,4,1.0,0.988053892081
1,78,6,1.0,0.994009
1,59,10,1.0,0.997
1,79,13,1.0,0.997
1,34,4,1.0,0.9165572373164391
1,28,10,1.0,0.997
1,64,6,1.0,0.994009
1,10,14,1.0,1.0
1,9,0,0.0,0.0
1,61,3,1.0,0.9588092525966956
1,50,14,1.0,1.0
1,62,13,1.0,0.997
1,38,10,1.0,0.997
1,30,4,1.0,0.9138075656044898
1,54,1,1.0,0.985089730404757
1,6,4,0.0,0.0
1,48,3,1.0,0.9733217421754432
1,31,2,1.0,0.9416796087056153
1,15,10,1.0,0.997
1,47,0,1.0,0.9445131481500655
1,13,10,1.0,0.997
1,45,9,1.0,0.994009
1,93,14,1.0,1.0
1,49,3,1.0,0.9559328248389055
1,87,9,1.0,0.994009
1,8,10,1.0,0.997
1,6,3,0.0,0.0
1,59,6,1.0,0.994009
1,29,0,1.0,0.884100203995605
1,56,9,1.0,0.994009
1,31,1,1.0,0.9388545698794984
1,93,2,1.0,0.988053892081
1,91,6,1.0,0.994009
1,4,4,0.0,0.0
1,90,3,1.0,0.988053892081
1,88,4,1.0,0.988053892081
1,63,1,1.0,0.9001824484431542
1,47,13,1.0,0.997
1,69,9,1.0,0.994009
1,19,1,1.0,0.9762504936564125
1,4,10,1.0,0.997
1,84,6,1.0,0.994009
1,38,9,0.0,0.0
1,22,9,1.0,0.994009
1,7,3,0.0,0.0
1,32,13,1.0,0.997
1,13,10,1.0,0.997
1,46,14,1.0,1.0
1,51,9,1.0,0.994009
1,98,4,1.0,0.9791880578299021
1,89,1,1.0,0.988053892081
1,50,10,1.0,0.997
1,5,3,0.0,0.0
1,86,6,1.0,0.994009
1,72,10,1.0,0.997
1,54,1,1.0,0.985089730404757
1,28,6,1.0,0.9220814271464737
1,79,10,1.0,0.997
1,63,3,1.0,0.985089730404757
1,2,6,0.0,0.0
1,82,1,1.0,0.985089730404757
1,64,9,1.0,0.994009
1,22,13,1.0,0.997
1,46,1,1.0,0.9791880578299021
1,28,9,1.0,0.994009
1,24,6,1.0,0.994009
1,9,10,1.0,0.997
1,78,2,1.0,0.991026973
1,91,4,1.0,0.9645880999032158
1,81,14,1.0,1.0
1,75,9,1.0,0.994009
1,79,2,1.0,0.9559328248389055
1,45,8,1.0,0.991026973
1,20,14,1.0,1.0
1,36,9,0.0,0.0
1,47,13,1.0,0.997
1,67,4,1.0,0.9791880578299021
1,3,2,0.0,0.0
1,45,14,1.0,1.0
1,73,14,1.0,1.0
1,32,6,1.0,0.994009
1,56,6,1.0,0.994009
1,24,6,1.0,0.994009
1,24,14,1.0,1.0
1,76,10,1.0,0.997
1,28,1,1.0,0.8683052775100066
1,77,8,1.0,0.991026973
1,9,10,1.0,0.997
1,76,3,1.0,0.988053892081
1,75,10,1.0,0.997
1,91,1,1.0,0.988053892081
1,2,2,0.0,0.0
1,45,13,1.0,0.997
1,73,1,1.0,0.9588092525966956
1,87,14,1.0,1.0
1,56,6,1.0,0.994009
1,10,2,1.0,0.9704017769489168
1,99,13,1.0,0.997
1,47,2,1.0,0.991026973
1,51,0,1.0,0.9304302024748964
1,56,13,1.0,0.997
1,58,3,1.0,0.9762504936564125
1,18,8,0.0,0.0
1,33,2,1.0,0.985089730404757
1,75,4,1.0,0.9821344612135428
1,55,2,1.0,0.991026973
1,41,4,1.0,0.9733217421754432
1,31,9,1.0,0.994009
1,6,10,0.0,0.0
1,18,9,1.0,0.988053892081
1,70,9,1.0,0.994009
1,5,14,1.0,1.0
1,41,4,1.0,0.9248559951318693
1,3,13,1.0,0.997
1,83,2,1.0,0.988053892081
1,32,2,1.0,0.9674905716180701
1,57,1,1.0,0.9559328248389055
1,78,1,1.0,0.9674905716180701
1,41,10,1.0,0.997
1,97,4,1.0,0.9674905716180701
1,17,0,0.0,0.0
1,10,2,1.0,0.78398512608332
1,44,13,1.0,0.997
1,58,13,1.0,0.997
1,92,10,1.0,0.997
1,58,3,1.0,0.9704017769489168
1,26,6,1.0,0.994009
1,40,2,1.0,0.988053892081
1,49,0,1.0,0.9616943356035061
1,78,2,1.0,0.985089730404757
1,96,6,1.0,0.994009
1,93,8,1.0,0.991026973
1,42,10,1.0,0.997
1,64,2,1.0,0.985089730404757
1,72,14,1.0,1.0
1,55,13,1.0,0.997
1,55,13,1.0,0.997
1,51,6,1.0,0.994009
1,51,3,1.0,0.9791880578299021
1,4,4,0.0,0.0
1,11,9,1.0,0.994009
1,80,1,1.0,0.9445131481500655
1,31,14,1.0,1.0
1,4,13,1.0,0.997
1,95,9,1.0,0.994009
1,77,13,1.0,0.997
1,49,10,1.0,0.997
1,79,14,1.0,1.0
1,57,9,1.0,0.994009
1,91,6,1.0,0.994009
1,57,9,1.0,0.994009
1,44,0,1.0,0.9616943356035061
1,36,2,1.0,0.9473552137914398
1,47,0,1.0,0.9138075656044898
1,36,8,1.0,0.991026973
1,52,0,1.0,0.9416796087056153
1,21,14,1.0,1.0
1,86,0,1.0,0.985089730404757
1,64,6,1.0,0.994009
1,78,3,1.0,0.9821344612135428
1,7,0,0.0,0.0
1,12,8,0.0,0.0
1,81,10,1.0,0.997
1,40,13,1.0,0.997
1,74,4,1.0,0.9733217421754432
1,50,8,1.0,0.9530650263643888
1,91,13,1.0,0.997
1,72,4,1.0,0.988053892081
1,9,6,1.0,0.8921050870283477
1,79,6,1.0,0.994009
1,99,10,1.0,0.997
1,17,2,1.0,0.8894287717672626
1,95,1,1.0,0.988053892081
1,38,6,1.0,0.994009
1,60,8,1.0,0.991026973
1,31,0,1.0,0.9332298921513504
1,73,9,1.0,0.994009
1,43,4,1.0,0.8400771692771434
1,100,14,1.0,1.0
1,25,14,1.0,1.0
1,41,14,1.0,1.0
1,100,8,1.0,0.991026973
1,14,13,1.0,0.997
1,27,3,1.0,0.803057341509771
1,44,2,1.0,0.9674905716180701
1,4,6,0.0,0.0
1,51,6,1.0,0.994009
1,26,4,1.0,0.8683052775100066
1,20,1,1.0,0.9332298921513504
1,44,10,1.0,0.997
1,74,13,1.0,0.997
1,72,9,1.0,0.994009
1,70,3,1.0,0.9559328248389055
1,63,4,1.0,0.9762504936564125
1,90,8,1.0,0.991026973
1,43,3,1.0,0.9220814271464737
1,37,6,1.0,0.994009
1,13,1,0.0,0.0
1,3,0,0.0,0.0
1,92,14,1.0,1.0
1,82,14,1.0,1.0
1,36,13,1.0,0.997
1,20,14,1.0,1.0
1,96,4,1.0,0.9645880999032158
1,100,8,1.0,0.991026973
1,49,4,1.0,0.988053892081
1,50,3,1.0,0.9588092525966956
1,87,13,1.0,0.997
1,91,1,1.0,0.9616943356035061
1,58,14,1.0,1.0
1,35,0,1.0,0.9588092525966956
1,41,4,1.0,0.8553586117313603
1,95,8,1.0,0.991026973
1,22,13,1.0,0.994009
1,9,3,0.0,0.0
1,8,13,1.0,0.988053892081
1,44,2,1.0,0.9791880578299021
1,45,8,1.0,0.7910835400474212
1,87,1,1.0,0.9616943356035061
1,50,3,1.0,0.985089730404757
1,58,4,1.0,0.988053892081
1,56,8,1.0,0.991026973
1,93,2,1.0,0.988053892081
1,71,8,1.0,0.991026973
1,26,0,1.0,0.7539540549517295
1,29,10,1.0,0.997
1,12,10,1.0,0.997
1,62,13,1.0,0.997
1,41,9,1.0,0.994009
1,99,13,1.0,0.997
1,92,2,1.0,0.988053892081
1,99,2,1.0,0.988053892081
1,27,2,1.0,0.9220814271464737
1,18,10,1.0,0.997
1,37,10,1.0,0.997
1,83,4,1.0,0.9645880999032158
1,15,8,1.0,0.988053892081
1,7,3,0.0,0.0
1,50,8,1.0,0.991026973
1,67,9,1.0,0.994009
1,32,3,1.0,0.9220814271464737
1,90,4,1.0,0.9559328248389055
1,16,10,1.0,0.997
1,8,3,1.0,0.7699788094052729
1,79,10,1.0,0.997
1,67,1,1.0,0.985089730404757
1,23,1,1.0,0.8947894553945313
1,81,4,1.0,0.9220814271464737
1,78,10,1.0,0.997
1,83,10,1.0,0.997
1,30,3,1.0,0.9530650263643888
1,41,10,1.0,0.997
1,18,13,1.0,0.997
1,48,8,1.0,0.9445131481500655
1,45,3,1.0,0.8947894553945313
1,35,10,1.0,0.997
1,98,4,1.0,0.988053892081
1,43,1,1.0,0.8974819010978248
1,23,4,1.0,0.9220814271464737
1,64,2,1.0,0.988053892081
1,54,2,1.0,0.991026973
1,89,10,1.0,0.997
1,50,8,1.0,0.991026973
1,58,6,1.0,0.994009
1,56,13,1.0,0.997
1,66,13,1.0,0.997
1,61,4,1.0,0.988053892081
1,100,9,1.0,0.994009
1,84,2,1.0,0.991026973
1,21,2,1.0,0.9645880999032158
1,55,9,1.0,0.994009
1,28,6,1.0,0.994009
1,64,4,1.0,0.860513950810667
1,47,4,1.0,0.9276389118674717
1,55,6,1.0,0.994009
1,70,6,1.0,0.994009
1,26,2,1.0,0.985089730404757
1,21,4,0.0,0.0
1,87,9,1.0,0.994009
1,59,9,1.0,0.994009
1,76,0,1.0,0.9762504936564125
1,75,1,1.0,0.9791880578299021
1,44,9,1.0,0.994009
1,32,4,1.0,0.9821344612135428
1,34,10,1.0,0.997
1,72,13,1.0,0.997
1,88,4,1.0,0.9704017769489168
1,4,4,0.0,0.0
1,23,1,1.0,0.767668872977057
1,47,8,1.0,0.988053892081
1,80,2,1.0,0.991026973
1,58,6,1.0,0.9762504936564125
1,22,1,1.0,0.90289112180858
1,21,13,1.0,0.997
1,43,13,1.0,0.997
1,89,14,1.0,1.0
1,16,14,1.0,1.0
1,77,10,1.0,0.997
1,46,14,1.0,1.0
1,47,13,1.0,0.997
1,80,4,1.0,0.93603800616986
1,39,0,1.0,0.9304302024748964
1,74,2,1.0,0.988053892081
1,74,9,1.0,0.994009
1,44,8,1.0,0.991026973
1,77,3,1.0,0.9791880578299021
1,100,14,1.0,1.0
1,77,9,1.0,0.994009
1,50,2,1.0,0.991026973
1,76,8,1.0,0.991026973
1,15,4,0.0,0.0
1,91,1,1.0,0.9791880578299021
1,65,14,1.0,1.0
1,98,13,1.0,0.997
1,79,1,1.0,0.9821344612135428
1,98,4,1.0,0.988053892081
1,34,14,1.0,1.0
1,15,8,1.0,0.7863441585589971
1,14,10,1.0,0.997
1,26,14,1.0,1.0
1,98,4,1.0,0.9733217421754432
1,70,8,1.0,0.991026973
1,72,14,1.0,1.0
1,84,1,1.0,0.9821344612135428
1,48,13,1.0,0.997
1,52,3,1.0,0.9733217421754432
1,35,1,1.0,0.9559328248389055
1,94,0,1.0,0.9791880578299021
1,46,10,1.0,0.997
1,35,13,1.0,0.997
1,86,1,1.0,0.9445131481500655
1,7,1,0.0,0.0
1,57,4,1.0,0.9762504936564125
1,13,4,0.0,0.0
1,56,9,1.0,0.994009
1,58,6,1.0,0.994009
1,28,10,1.0,0.997
1,79,10,1.0,0.997
1,50,1,1.0,0.9502058312852957
1,90,3,1.0,0.988053892081
1,45,3,1.0,0.9704017769489168
1,37,13,1.0,0.997
1,14,8,1.0,0.8426049842298329
1,48,14,1.0,1.0
1,50,4,1.0,0.9588092525966956
1,35,10,1.0,0.997
1,46,2,1.0,0.9821344612135428
1,74,0,1.0,0.9588092525966956
1,1,4,0.0,0.0
1,38,0,1.0,0.9530650263643888
1,64,6,1.0,0.994009
1,88,8,1.0,0.988053892081
1,99,10,1.0,0.997
1,43,1,1.0,0.8502341582884777
1,42,0,1.0,0.8709180316048211
1,13,6,0.0,0.0
1,67,4,1.0,0.988053892081
1,19,6,1.0,0.994009
1,22,10,1.0,0.997
1,33,9,1.0,0.994009
1,26,1,1.0,0.9616943356035061
1,81,9,1.0,0.994009
1,14,3,1.0,0.90289112180858
1,60,10,1.0,0.997
1,55,1,1.0,0.8921050870283477
1,64,13,1.0,0.997
1,95,9,1.0,0.994009
1,97,4,1.0,0.9733217421754432
1,42,9,1.0,0.994009
1,60,6,1.0,0.994009
1,38,9,1.0,0.994009
1,14,4,1.0,0.79346393184295
1,24,8,0.0,0.0
1,38,6,1.0,0.9762504936564125
1,77,10,1.0,0.997
1,37,14,1.0,1.0
1,7,13,1.0,0.997
1,84,13,1.0,0.997
